step,epoch,loss,lr
420,1,1.12781382,6.33e-06
421,1,1.18188477,6.33e-06
422,1,1.05862212,6.36e-06
423,1,1.04624927,6.36e-06
424,1,1.02456236,6.39e-06
425,1,1.15306151,6.39e-06
426,1,1.07443285,6.42e-06
427,1,1.12954199,6.42e-06
428,1,1.12099290,6.45e-06
429,1,1.05183530,6.45e-06
430,1,0.98518920,6.48e-06
431,1,1.02944255,6.48e-06
432,1,1.10747695,6.51e-06
433,1,1.00365901,6.51e-06
434,1,1.00113368,6.54e-06
435,1,1.07049990,6.54e-06
436,1,0.97148174,6.57e-06
437,1,1.07352161,6.57e-06
438,1,0.92260474,6.6e-06
439,1,1.09388471,6.6e-06
440,1,1.00118291,6.63e-06
441,1,0.97932160,6.63e-06
442,1,1.07138824,6.66e-06
443,1,1.05844235,6.66e-06
444,1,0.96925038,6.69e-06
445,1,1.01939762,6.69e-06
446,1,1.02595544,6.72e-06
447,1,0.96685541,6.72e-06
448,1,0.99407715,6.75e-06
449,1,1.01569521,6.75e-06
450,1,0.98779798,6.78e-06
451,1,0.98328686,6.78e-06
452,1,0.99260807,6.81e-06
453,1,1.01231861,6.81e-06
454,1,0.90608346,6.84e-06
455,1,0.98689306,6.84e-06
456,1,0.93260545,6.87e-06
457,1,0.96296328,6.87e-06
458,1,0.91438234,6.9e-06
459,1,0.96357316,6.9e-06
460,1,0.93744749,6.93e-06
461,1,0.98252743,6.93e-06
462,1,0.94484776,6.96e-06
463,1,0.95378816,6.96e-06
464,1,1.00566125,6.99e-06
465,1,1.02740180,6.99e-06
466,1,0.96857232,7.02e-06
467,1,0.92884195,7.02e-06
468,1,1.03710127,7.05e-06
469,1,0.92327279,7.05e-06
470,1,0.94727409,7.08e-06
471,1,0.96569079,7.08e-06
472,1,0.91237426,7.11e-06
473,1,1.00523305,7.11e-06
474,1,0.97888124,7.14e-06
475,1,0.90639114,7.14e-06
476,1,0.89729667,7.17e-06
477,1,0.82474029,7.17e-06
478,1,0.87489128,7.2e-06
479,1,0.86722648,7.2e-06
480,1,1.00149393,7.23e-06
481,1,0.93332076,7.23e-06
482,1,0.96522427,7.26e-06
483,1,0.93135762,7.26e-06
484,1,0.91999483,7.29e-06
485,1,0.95184487,7.29e-06
486,1,0.94759387,7.32e-06
487,1,0.92185056,7.32e-06
488,1,0.83920878,7.35e-06
489,1,0.94583029,7.35e-06
490,1,0.95756924,7.38e-06
491,1,0.94893599,7.38e-06
492,1,0.92016017,7.41e-06
493,1,0.86926597,7.41e-06
494,1,0.85080016,7.44e-06
495,1,0.94181746,7.44e-06
496,1,0.92046154,7.47e-06
497,1,0.96183342,7.47e-06
498,1,0.98285234,7.5e-06
499,1,1.01830137,7.5e-06
500,1,0.98485625,7.53e-06
501,1,0.88566518,7.53e-06
502,1,0.94737840,7.56e-06
503,1,0.90587020,7.56e-06
504,1,0.86595941,7.59e-06
505,1,0.91700971,7.59e-06
506,1,0.86533976,7.62e-06
507,1,0.83553886,7.62e-06
508,1,0.83892119,7.65e-06
509,1,0.83830923,7.65e-06
510,1,0.81434095,7.68e-06
511,1,0.98143309,7.68e-06
512,1,0.90540904,7.71e-06
513,1,0.95053327,7.71e-06
514,1,0.79801655,7.74e-06
515,1,0.89604962,7.74e-06
516,1,0.77144051,7.77e-06
517,1,0.92072618,7.77e-06
518,1,0.92686290,7.8e-06
519,1,0.93850434,7.8e-06
520,1,0.91124934,7.83e-06
521,2,0.95616645,7.83e-06
522,2,0.92438287,7.86e-06
523,2,0.83580124,7.86e-06
524,2,0.80147046,7.89e-06
525,2,0.84558058,7.89e-06
526,2,0.83506954,7.92e-06
527,2,0.91321039,7.92e-06
528,2,0.78739327,7.95e-06
529,2,0.84586573,7.95e-06
530,2,0.80657762,7.98e-06
531,2,0.86241668,7.98e-06
532,2,0.75328016,8.01e-06
533,2,0.86546338,8.01e-06
534,2,0.85130358,8.04e-06
535,2,0.95111370,8.04e-06
536,2,0.88498700,8.07e-06
537,2,0.87855637,8.07e-06
538,2,0.89753693,8.1e-06
539,2,0.82477367,8.1e-06
540,2,0.82546490,8.13e-06
541,2,0.84251374,8.13e-06
542,2,0.92681563,8.16e-06
543,2,0.86917418,8.16e-06
544,2,0.84662789,8.19e-06
545,2,0.92437875,8.19e-06
546,2,0.89678240,8.22e-06
547,2,0.81959665,8.22e-06
548,2,0.86075181,8.25e-06
549,2,0.84459209,8.25e-06
550,2,0.82899332,8.28e-06
551,2,0.90096116,8.28e-06
552,2,0.85625857,8.31e-06
553,2,0.89776742,8.31e-06
554,2,0.89324969,8.34e-06
555,2,0.88752460,8.34e-06
556,2,0.99175727,8.37e-06
557,2,0.77790356,8.37e-06
558,2,0.81405371,8.4e-06
559,2,0.88586700,8.4e-06
560,2,0.84953284,8.43e-06
561,2,0.92440861,8.43e-06
562,2,0.76678008,8.46e-06
563,2,0.84523082,8.46e-06
564,2,0.85254741,8.49e-06
565,2,0.81822038,8.49e-06
566,2,0.84895372,8.52e-06
567,2,0.81940907,8.52e-06
568,2,0.92396230,8.55e-06
569,2,0.87795299,8.55e-06
570,2,0.88401473,8.58e-06
